               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.020613,            0.014808,                   0,             0.98981,             0.98552,             0.99416,              0.7754,            0.018921,            0.018638,                   0,              0.0091,              0.0091,              0.0091
                  32,            0.020565,            0.014888,                   0,             0.99087,             0.98838,             0.99427,             0.77511,            0.019018,            0.018574,                   0,             0.00907,             0.00907,             0.00907
                  33,            0.020435,            0.014681,                   0,             0.98976,             0.98761,             0.99424,             0.78375,            0.018513,            0.018346,                   0,             0.00904,             0.00904,             0.00904
                  34,            0.020303,            0.014716,                   0,             0.99063,             0.98722,             0.99406,             0.78077,            0.018797,            0.018421,                   0,             0.00901,             0.00901,             0.00901
                  35,            0.020402,            0.014816,                   0,             0.99098,             0.98876,             0.99422,             0.78505,            0.018567,            0.018187,                   0,             0.00898,             0.00898,             0.00898
                  36,            0.020222,            0.014767,                   0,             0.99031,             0.99047,              0.9942,             0.78992,            0.018348,            0.018083,                   0,             0.00895,             0.00895,             0.00895
                  37,            0.020177,            0.014449,                   0,             0.98847,             0.99238,             0.99422,             0.79216,            0.018009,             0.01795,                   0,             0.00892,             0.00892,             0.00892
                  38,            0.020025,            0.014328,                   0,             0.99045,             0.99009,             0.99421,              0.7917,            0.018228,            0.018039,                   0,             0.00889,             0.00889,             0.00889
                  39,            0.019969,            0.014437,                   0,             0.99046,             0.98964,              0.9941,             0.79562,            0.017887,             0.01788,                   0,             0.00886,             0.00886,             0.00886
                  40,            0.019825,            0.014452,                   0,             0.99293,             0.99047,             0.99425,             0.79232,            0.018119,            0.017895,                   0,             0.00883,             0.00883,             0.00883
